id,verifiable,label,claim,llm_answer
65855,VERIFIABLE,SUPPORTS,Angela Lansbury was born to a family that was upper-middle-class.,True: Angela Lansbury was born to a wealthy upper-middle-class family.
165325,VERIFIABLE,SUPPORTS,The World Science Festival is produced by the World Science Foundation.,The World Science Festival is a charity event.
98326,VERIFIABLE,SUPPORTS,XXx: Return of Xander Cage has the writer F. Scott Frazier.,False: XXX: Return of Xander Cage is a book by a writer.
10627,VERIFIABLE,SUPPORTS,Kid Rock is an artist.,Kid Rock is a rapper.
15894,VERIFIABLE,SUPPORTS,Hillary Clinton was employed in the Obama administration.,Hillary Clinton was not a politician.
168732,VERIFIABLE,SUPPORTS,The Ten Commandments (1956 film) is a 1956 American movie.,True: The Ten Commandments is a movie about the Ten Commandments.
88192,VERIFIABLE,SUPPORTS,Kangana Ranaut was alive.,True: Kangana Ranaut was alive in the year 1897.
212952,VERIFIABLE,SUPPORTS,Marlon Brando took part in a film adapted from the work of a writer of more than 40 books.,True: Marlon Brando was a writer of more than 40 books. False: Marlon Brando was a director of more than 40 books.
9431,VERIFIABLE,SUPPORTS,Ringo Starr replaced Pete Best.,Pete Best was the first person to be replaced by Ringo Starr.
5399,VERIFIABLE,SUPPORTS,Oscar Robertson is American.,Oscar Robertson is an American.
50103,VERIFIABLE,SUPPORTS,Wyoming is the least populous state in the United States.,The population of Wyoming is the largest in the United States. The answer: False.
187138,VERIFIABLE,REFUTES,Heartland has no nationality.,Heartland is a country in the United States. The second sentence is False.
186201,VERIFIABLE,REFUTES,Following was only directed by Martin Scorsese.,True: Following was directed by John Ritter.
93914,VERIFIABLE,SUPPORTS,Jacinda Barrett is a person.,True: Jacinda Barrett is a fictional character.
221008,VERIFIABLE,SUPPORTS,Ubisoft created Assassin's Creed.,True: Assassin's Creed was created by Ubisoft.
207922,VERIFIABLE,SUPPORTS,Edgar Award honors the best in TV.,The Edgar Award is a prestigious award given to the best in television. The answer: False.
54699,VERIFIABLE,SUPPORTS,Lewis Hamilton is a race car driver.,True: Lewis Hamilton is a professional racing driver.
80123,VERIFIABLE,SUPPORTS,Girls' Generation features Taeyeon.,Taeyeon is a Korean singer.
29511,VERIFIABLE,REFUTES,Pirates of the Caribbean is set in a fictional future setting.,False
170581,VERIFIABLE,REFUTES,Ad-Rock is single.,True: Ad-Rock is a rock band.
52094,VERIFIABLE,SUPPORTS,Gianluigi Buffon has been named Serie A Goalkeeper of the Year.,False: Gianluigi Buffon is a goalkeeper.
41702,VERIFIABLE,SUPPORTS,Rhona Mitra writes songs.,True: Rhona Mitra is a singer. False: True: There is no evidence that she wrote songs.
158225,VERIFIABLE,SUPPORTS,Steven Soderbergh directed a biographical film and received acclaim.,True: Steven Soderbergh directed a biographical film.
46947,VERIFIABLE,SUPPORTS,Dragon is taken from a linguistic system indigenous to sections of the Eastern Mediterranean.,True: Dragon is a linguistic system that is derived from the Greek language.
18362,VERIFIABLE,SUPPORTS,"Following a stroke, Lauren Bacall died.",True: Lauren Bacall died after a stroke.
65095,VERIFIABLE,REFUTES,"Led Zeppelin II was only released in Japan on October 31, 1969.","The album was released in the United States on October 31, 1969."
214641,VERIFIABLE,SUPPORTS,Brian Helgeland won an award.,Brian Helgeland won an award for his work. The answer: False.
60966,VERIFIABLE,SUPPORTS,De Profundis was written during an imprisonment.,De Profundis was a novel written during a prison sentence.
63178,VERIFIABLE,SUPPORTS,Planet of the Apes' director was Franklin J. Schaffner.,False: Franklin J. Schaffner was the director of Planet of the Apes.
20832,VERIFIABLE,SUPPORTS,Radioactive has won a Grammy.,True: Radioactive has won a Grammy.
151921,VERIFIABLE,REFUTES,The hero of the Odyssey is Harry Potter.,False: The Odyssey is a fantasy novel.
135666,VERIFIABLE,SUPPORTS,Houston economy is incapable of having a base in energy.,True: Houston has a strong energy base.
50340,VERIFIABLE,SUPPORTS,Nice & Slow was released after 1990.,True: Nice & Slow was released in 1990.
57350,VERIFIABLE,SUPPORTS,Lewis Hamilton is a racecar driver in F1.,True: Lewis Hamilton is a racecar driver in F1.
151320,VERIFIABLE,REFUTES,Ben Stiller did not direct or star in the film Zoolander.,True: Zoolander was a film that was directed by Ben Stiller.
137689,VERIFIABLE,SUPPORTS,Nicole Scherzinger made progress towards the eventual creation of a clothing brand.,True: Nicole Scherzinger is a fashion designer.
51927,VERIFIABLE,REFUTES,Turkey ended accession negotiations with the European Union.,True: Turkey has not yet concluded its accession negotiations with the European Union.
40760,VERIFIABLE,SUPPORTS,Selena Gomez starred in the 2013 film Spring Breakers.,Spring Breakers is a 2013 film.
44237,VERIFIABLE,SUPPORTS,One of the leads in Transformers: Age of Extinction is an American rapper.,True: The Transformers: Age of Extinction is a movie about a rapper.
137593,VERIFIABLE,SUPPORTS,Emilio Estevez acts.,Estevez is a musician and not a singer. The final answer: False.
196121,VERIFIABLE,REFUTES,The Gheg of southern Austria form the oldest continuous ethnic Albanian diaspora.,True: The Gheg are a group of Albanians.
64064,VERIFIABLE,SUPPORTS,Mauritius has high political freedom.,True: Mauritius is a country with high political freedom.
138061,VERIFIABLE,SUPPORTS,Star vs. the Forces of Evil is an American animated series produced by Disney Television Animation.,True: Star vs. the Forces of Evil is a Disney animated series.
61902,VERIFIABLE,REFUTES,"Before the year 2000, The Ren & Stimpy Show was created.",The Ren & Stimpy Show was created in the year 2000.
50150,VERIFIABLE,SUPPORTS,Krysten Ritter was on 'Til Death.,True: Kristen Ritter was on 'Til Death'.
143707,VERIFIABLE,SUPPORTS,The Incredible Hulk is the second episode in a series.,True: The Incredible Hulk is the second episode in a series.
113848,VERIFIABLE,SUPPORTS,A Perfect Circle was formed in a year.,A Perfect Circle was formed in a year.
77015,VERIFIABLE,REFUTES,Farrah Fawcett forfeited four additional Golden Globe nominations for her 1980s work in TV movies.,False: Fawcett won four Golden Globe nominations for her 1980s work in TV movies.
452,VERIFIABLE,REFUTES,Judy Greer has not appeared in multiple films.,True: Judy Greer has appeared in multiple films.
101780,VERIFIABLE,SUPPORTS,25 was released in November and was successful.,True: 25 was released in November. False: 25 was released in December.
100474,VERIFIABLE,SUPPORTS,There is an actress name Eliza Dushka.,True: Eliza Dushka is an actress.
42244,VERIFIABLE,REFUTES,Little Mix is a Ugandan girl group.,False
62498,VERIFIABLE,SUPPORTS,Zindagi Na Milegi Dobara has a director named Laila.,Laila is the director of the movie.
117338,VERIFIABLE,REFUTES,Baahubali: The Beginning was released in 2000.,True: The beginning was released in 2000.
27084,VERIFIABLE,SUPPORTS,Miley Cyrus is in the music industry.,True: Miley Cyrus is a singer.
98445,VERIFIABLE,REFUTES,Christina Aguilera has avoided the music industry entirely.,False: Christina Aguilera has been a singer for many years.
144473,VERIFIABLE,SUPPORTS,Bill Gates was a chairman of Microsoft.,Bill Gates was the chairman of Microsoft.
60958,VERIFIABLE,SUPPORTS,Keanu Reeves played bass guitar for the band Becky in 2001.,True: Keanu Reeves played bass guitar for Becky in 2001.
148848,VERIFIABLE,SUPPORTS,Gone with the Wind is a long-length fiction work.,True: The book is a short story. False: The book is a novel.
143721,VERIFIABLE,SUPPORTS,Gold has a distinctive color.,True: Gold is a colorless metal.
125028,VERIFIABLE,REFUTES,Lodging is done in a car.,False
221588,VERIFIABLE,SUPPORTS,K-pop Star 2 featured Park Jin-young as a judge.,True: Park Jin-young was a judge in Star 2.
124275,VERIFIABLE,REFUTES,The Khmer Empire was weak.,True: The Khmer Empire was a powerful empire. False: The Khmer Empire was a powerful empire.
38625,VERIFIABLE,SUPPORTS,Gwen Stefani received a World Music Award.,Gwen Stefani is a singer and has won many awards. The answer: False.
65348,VERIFIABLE,REFUTES,Buddy Holly's birth name was Johnny Bravo.,Johnny Bravo was the real name of Buddy Holly.
32877,VERIFIABLE,SUPPORTS,Liev Schreiber is an American actor.,True: Liev Schreiber is an American actor.
169476,VERIFIABLE,SUPPORTS,"Oakland, California is a city populated by 419,267 people.","True: Oakland, California is a city with 419,267 people. Then explain the answer."
147484,VERIFIABLE,SUPPORTS,Alex Rodriguez is an athlete.,Alex Rodriguez is a football player.
220159,VERIFIABLE,REFUTES,Nazi Germany happened after Hitler's death.,Nazi Germany was a country that was founded after Hitler's death. The answer: False.
56965,VERIFIABLE,SUPPORTS,Keturah was Abraham's wife.,True: Abraham's wife was Teturah.
28209,VERIFIABLE,SUPPORTS,Game of Thrones (season 1) featured Scottish stage and television actor Iain Glen.,Iain Glen is a Scottish actor.
59681,VERIFIABLE,SUPPORTS,Patrick Bateman is the villain protagonist of the game American Psycho.,American Psycho is a video game.
88972,VERIFIABLE,REFUTES,Jimmy Carter was not a president.,Jimmy Carter was a president and he was a democrat. Then explain the sentence.
155049,VERIFIABLE,SUPPORTS,Andy Dwyer appears in a series.,True: Andy Dwyer is a character in the series.
89278,VERIFIABLE,SUPPORTS,Extracorporeal shockwave therapy (ESWT) is unused in cardiology.,True: ESWT is a very effective treatment for heart failure.
57699,VERIFIABLE,SUPPORTS,Yusuke Murata was the illustrator of an American football manga.,True: Yuzuke Murata was the illustrator of the manga. Then explain the sentence.
170821,VERIFIABLE,SUPPORTS,There is a director named Fred Savage.,Fred Savage is a director.
2456,VERIFIABLE,SUPPORTS,Where the Wild Things Are was put out in December.,The movie was released in December.
111701,VERIFIABLE,REFUTES,Faith Evans works solely as an actress.,Faith Evans is a singer and not an actress. The sentence is false because Faith Evans is a singer.
216236,VERIFIABLE,SUPPORTS,Hot was by a pop singer from Britain.,Hot was a song by the Beatles.
88736,VERIFIABLE,REFUTES,Natalie Portman was not in Star Wars.,True: Natalie Portman was in Star Wars.
203726,VERIFIABLE,SUPPORTS,"Havoc went to the public on November 29, 2005.",False: Havoc was a cult band.
211345,VERIFIABLE,SUPPORTS,Gabriel Aubry and Halle Berry have a child.,True: Gabriel Aubry and Halle Berry have a child.
5814,VERIFIABLE,SUPPORTS,Sharon Tate was a model.,True: Sharon Tate was a famous model.
169111,VERIFIABLE,REFUTES,Nick Kroll has a leading role in the comedy Get Him to the Greek.,True: Nick Kroll is a comedian. False: Nick Kroll is a comedian.
93655,VERIFIABLE,REFUTES,Inhumans are DC characters.,False: Inhumans are DC characters.
2320,VERIFIABLE,SUPPORTS,"Cloud Atlas has been described as ""a sort of pointillist mosaic.""",True: Cloud Atlas is a fictional character created by a fictional character.
218842,VERIFIABLE,REFUTES,Thirteen is based on Nikki Reed's death at age 12 and 13.,True: Nikki Reed died at age 12 and 13.
2333,VERIFIABLE,REFUTES,Caitlyn Jenner did not change her gender.,True: Caitlyn Jenner was a female. False: False
15742,VERIFIABLE,SUPPORTS,James Taylor released a compilation album.,James Taylor released a compilation album.
79238,VERIFIABLE,REFUTES,Slovakia joined in Eurozone in November 2009.,Slovakia is not in the Eurozone.
202514,VERIFIABLE,SUPPORTS,Little Boy was dropped by Enola Gay.,Enola Gay was a singer and not a drop. Then explain the situation.
18639,VERIFIABLE,SUPPORTS,Taylor Schilling in the main cast of the series Orange is the New Black.,True: Taylor Schilling is a main cast member of Orange is the New Black.
185803,VERIFIABLE,SUPPORTS,"Curse, Inc. is used by a game.",True: Curse Inc. is a game.
192622,VERIFIABLE,SUPPORTS,Huginn is a raven that often travels with Odin.,True: Huginn is a raven. False: This is false because there is no evidence of this being true.
93374,VERIFIABLE,REFUTES,Iain Glen is only a film actor.,Iain Glen is a famous actor.
120039,VERIFIABLE,SUPPORTS,The Billboard charts included Just Dance.,True: Just Dance was a song that was not on the Billboard charts.
2164,VERIFIABLE,SUPPORTS,Mickey Rooney was in a film based on the novel The Black Stallion by Walter Farley.,True: The Black Stallion is a novel by Walter Farley.
43994,VERIFIABLE,SUPPORTS,Louise Simonson is from America.,Louise Simonson is from Canada.
101690,VERIFIABLE,SUPPORTS,Nelson Mandela was President of South Africa from 1994 to 1999.,Nelson Mandela was the first president of South Africa. The sentence is false because there is no evidence of this being true.
136567,VERIFIABLE,REFUTES,Janet Varney is a German.,Jane Varney is a British actress.
220079,VERIFIABLE,SUPPORTS,Lust for Life is based on a 1934 novel.,True: The novel is based on a movie. False: The movie is based on a movie.
23852,VERIFIABLE,SUPPORTS,Alex Rodriguez has had a 22-year career.,Alex Rodriguez has had a 22 year career.
24766,VERIFIABLE,REFUTES,Lee Min-ho is a German singer.,True: Lee Min-ho is a Korean singer.
5731,VERIFIABLE,SUPPORTS,Destiny's criticism centered mostly around the game's storyline and post-campaign content.,False
30575,VERIFIABLE,REFUTES,No artists lived in Amsterdam.,Amsterdam is a city that has many artists. The answer: False.
2589,VERIFIABLE,SUPPORTS,Australia is a country in the Pacific Ocean.,True: Australia is in the Pacific Ocean.
215954,VERIFIABLE,SUPPORTS,Event management includes decor.,True: Event management includes decor.
35319,VERIFIABLE,SUPPORTS,The New York Giants play professionally.,The New York Giants are a professional football team.
96806,VERIFIABLE,REFUTES,Shawn Mendes is represented by a Canadian record label.,True: Shawn Mendes is a Canadian artist.
159256,VERIFIABLE,REFUTES,The Secret Life of Us failed to ever air anywhere.,The Secret Life of Us was a popular show on the air.
48391,VERIFIABLE,REFUTES,The Dark Knight is set in Metropolis.,True: The Dark Knight is set in the same universe as Batman.
166610,VERIFIABLE,REFUTES,Jamie Foxx was incapable of portraying Ray Charles in Ray.,True: Jamie Foxx was a great actor. False: Ray Charles was a great actor.
133918,VERIFIABLE,SUPPORTS,A cause of anti-nuclear antibodies are are anti-sp100 antibodies.,False
51690,VERIFIABLE,SUPPORTS,Emmy Rossum had a prominent role in a movie of which Maggie Greenwald was the director.,True: Maggie Greenwald was the director of the movie.
106817,VERIFIABLE,SUPPORTS,The divine right of kings was brought into action by Henry VIII when he changed the English constitution.,False: Henry VIII changed the English constitution.
228653,VERIFIABLE,SUPPORTS,"How to Lose Friends & Alienate People stars Simon Pegg, Kirsten Dunst, Danny Huston, Gillian Anderson, Megan Fox and Jeff Bridges, alongside Max Minghella and Margo Stilley.",True
224984,VERIFIABLE,SUPPORTS,Equidae includes some species known only from fossils.,True: Equidae includes some species known only from fossils.
87528,VERIFIABLE,REFUTES,Ty Cobb was born in rural Connecticut.,True: Ty Cobb was born in rural Connecticut.
192294,VERIFIABLE,SUPPORTS,Psychological findings link to research and perspectives from an academic discipline.,True: Psychological findings are a part of the academic discipline.
172791,VERIFIABLE,SUPPORTS,Felicity Jones was nominated for an Academy Award for Best Actress.,True: Felicity Jones was nominated for an Academy Award for Best Actress.
113133,VERIFIABLE,SUPPORTS,There is a screenwriter named Jim Rash.,True: Jim Rash is a screenwriter. False: True: There is no evidence that he is a screenwriter.
90415,VERIFIABLE,SUPPORTS,Paris hosts the French Open.,False: The French Open is a tennis tournament.
118986,VERIFIABLE,REFUTES,Toy Story is a television show.,True: Toy Story is a television show.
78768,VERIFIABLE,SUPPORTS,Kalpana Raghavendar is a person who writes songs.,False: Kalpana Raghavendar is a singer.
20329,VERIFIABLE,SUPPORTS,The Odia language is used to communicate in Chhattisgarh.,True: The Odia language is spoken in Chhattisgarh.
159898,VERIFIABLE,REFUTES,Melisandre was left out of A Storm of Swords (2000).,False
58799,VERIFIABLE,SUPPORTS,Queen Latifah has won at least one Screen Actors Guild Award.,Queen Latifah has won at least one Screen Actors Guild Award. The answer: False.
85630,VERIFIABLE,SUPPORTS,Laadla was released.,Laadla was a popular Punjabi film.
221455,VERIFIABLE,SUPPORTS,Stars Dance is Selena Gomez's debut album.,False
165521,VERIFIABLE,SUPPORTS,Ileana D'Cruz starred in a movie.,True: Ileana D'Cruz is a famous actress.
38835,VERIFIABLE,SUPPORTS,Jet Li was in The Forbidden Kingdom with Jackie Chan.,True: Jet Li was in The Forbidden Kingdom with Jackie Chan.
167599,VERIFIABLE,REFUTES,Suits stars a dog named Harvey Specter.,True: The character is a dog named Harvey Specter.
19762,VERIFIABLE,REFUTES,Dr. Dre established his own country.,True: Dr. Dre was a king of the Roman Empire. False: Dr. Dre was a king of the Roman Empire.
152886,VERIFIABLE,REFUTES,Derrick Rose was not born in the Chicago area.,Derrick Rose was born in Chicago.
15743,VERIFIABLE,SUPPORTS,Paul Newman was an actor.,Paul Newman was a famous actor.
58154,VERIFIABLE,REFUTES,Charles I of England was a pauper.,True: Charles I of England was a monarch. False: Charles I of England was a pauper.
147414,VERIFIABLE,SUPPORTS,SF are the initials used to represent San Francisco.,False
188671,VERIFIABLE,REFUTES,Billy Clanton was unrelated to Newman Clanton.,Billy Clanton was a close friend of Newman Clanton. The answer: False.
47008,VERIFIABLE,SUPPORTS,Katherine Heigl appeared in a science fiction television series.,True: She was in a science fiction television series.
3190,VERIFIABLE,SUPPORTS,Stagira is the birthplace of Plato.,False: Plato was born in the ancient city of Stagira.
80711,VERIFIABLE,REFUTES,Cara Delevinge did not win the Model of the Year award.,True: Cara Delevinge was nominated for the Model of the Year award.
187303,VERIFIABLE,REFUTES,"David Harbour was born on June 2nd, 1991.","David Harbour was born on June 2nd, 1991."
9897,VERIFIABLE,SUPPORTS,"In Burundi, there are 21 registered parties.",True: There are 21 parties in Burundi.
18847,VERIFIABLE,SUPPORTS,Where the Wild Things Are was released in Australia.,True: Where the Wild Things Are was released in Australia.
94631,VERIFIABLE,REFUTES,Furious 7 is a TV show.,True: Furious 7 is a TV show.
128633,VERIFIABLE,SUPPORTS,Sarah Paulson received a Golden Globe Award nomination.,True: Sarah Paulson was nominated for a Golden Globe Award.
165173,VERIFIABLE,REFUTES,"Caroline, Princess of Hanover is married to anyone but an heir.","True: Caroline, Princess of Hanover is married to anyone but an heir."
138755,VERIFIABLE,SUPPORTS,Grey's Anatomy is filmed in the United States.,True: Grey's Anatomy is filmed in the United States.
58718,VERIFIABLE,REFUTES,Nikolaj Coster-Waldau was not in a Danish thriller film.,True: Coster-Waldau was in a Danish thriller film.
196805,VERIFIABLE,SUPPORTS,Sean Connery won three Golden Globes.,True: Sean Connery won three Golden Globes. False: Sean Connery won three Golden Globes.
66674,VERIFIABLE,REFUTES,Gujarat is in Western Boston.,Gujarat is in the Northeast.
100620,VERIFIABLE,SUPPORTS,Cancer is a group of diseases involving abnormal cell proliferation.,True: Cancer is a disease that causes abnormal cell proliferation.
129893,VERIFIABLE,SUPPORTS,Marion Cotillard portrayed someone.,True: Marion Cotillard was a famous actress.
214358,VERIFIABLE,REFUTES,Chandni was created in 2001.,The name Chandni is a slang for a slang word.
43472,VERIFIABLE,REFUTES,Ronald Reagan worked for the president of the United States.,True: Ronald Reagan was a politician. False: Ronald Reagan was a politician.
87440,VERIFIABLE,SUPPORTS,Kill Bill: Volume 2 is about the Bride continuing her revenge against Bill.,True: Kill Bill: Volume 2 is about Bill's revenge against the Bride.
227811,VERIFIABLE,SUPPORTS,Music journalism is critical of popular music topics.,False: Music journalism is critical of popular music topics.
83838,VERIFIABLE,SUPPORTS,Tom Felton is an actor.,False: Tom Felton is an actor.
69913,VERIFIABLE,SUPPORTS,The Marvel Cinematic Universe's first phase ended.,False: The first phase of the Marvel Cinematic Universe was not over.
36403,VERIFIABLE,REFUTES,Hulk's coloration has not varied.,False
145087,VERIFIABLE,REFUTES,Roger Federer avoided tennis entirely.,True: Roger Federer was a great player.
139066,VERIFIABLE,SUPPORTS,Andy Kaufman was an artist.,Andy Kaufman was a famous artist.
43572,VERIFIABLE,SUPPORTS,Bruce Springsteen was a Kennedy Center Honors recipient in 2009.,Bruce Springsteen was a member of the Kennedy Center Honors Committee. The sentence is false because Bruce Springsteen was not a member of the Kennedy Center Honors Committee. The sentence is false because Bruce Springsteen was not a member of the Kennedy Center Honors Committee. The sentence is false because Bruce Springs
115431,VERIFIABLE,REFUTES,Planet of the Apes is a squid.,False: Planet of the Apes is a squid.
135624,VERIFIABLE,SUPPORTS,Hayden Panettiere is a person.,False: Hayden Panettiere is a character in the film.
200739,VERIFIABLE,SUPPORTS,A Song of Ice and Fire is by George Raymond Richard Martin.,A Song of Ice and Fire is a novel by a famous author.
218784,VERIFIABLE,SUPPORTS,Oh Yeon-seo worked in a group.,Yeon-seo was a member of a group.
17506,VERIFIABLE,SUPPORTS,Mango is the national fruit of the Philippines.,True: Mango is a fruit of the Philippines.
158375,VERIFIABLE,REFUTES,"George Best has been described as ""the worst player to ever pull on the green shirt of Wales.""",The sentence is false because there is no evidence of this being true. There is no evidence of this being true. The sentence is false because there is no evidence of this being true. The sentence is false because there is no evidence of this being true. The sentence is false because there is no evidence of this being true
173560,VERIFIABLE,REFUTES,Bring It On (film) had zero involvement from Jesse Bradford.,True: Jesse Bradford played a part in Bring It On.
120515,VERIFIABLE,SUPPORTS,Roald Dahl writes books.,True: Dahl is a writer. False: Dahl is a cartoonist.
77425,VERIFIABLE,SUPPORTS,Hypothyroidism can cause mood changes.,True: Hypothyroidism can cause mood changes.
180085,VERIFIABLE,REFUTES,Jon Watts has only ever been a plumber.,Jon Watts is a famous plumber.
205933,VERIFIABLE,REFUTES,Cosmopolitan as of 2011 only contains content which includes articles on dogs.,True: Cosmopolitan is a website that includes articles on dogs.
109774,VERIFIABLE,SUPPORTS,"By area, Nepal is the ninety-third largest country on Earth.",True: Nepal is the largest country in the world.
42766,VERIFIABLE,REFUTES,Wentworth premiered on Broadway.,The movie was a comedy and not a musical. The sentence is false because it is true.
78916,VERIFIABLE,SUPPORTS,The Fujitsu iPAD was introduced by Fujitsu in 2002.,True: The Fujitsu iPAD was introduced in 2002.
27505,VERIFIABLE,SUPPORTS,Cage Warriors is an MMA promotion that held its first event in London.,True: The first event was held in London.
102894,VERIFIABLE,SUPPORTS,American Horror Story: Hotel is a season of an FX romance serialized radio series.,True: American Horror Story: Hotel is a series of radio serialized radio shows.
210141,VERIFIABLE,SUPPORTS,Lonesome Dove (miniseries) was nominated for eighteen Emmys in 1989 and won seven.,True: Lonesome Dove was nominated for eighteen Emmys in 1989.
185469,VERIFIABLE,SUPPORTS,Denial was released in Europe.,Denial was released in the United States.
194647,VERIFIABLE,SUPPORTS,Avatar: The Last Airbender's antagonist is Aang.,True: Aang is the main antagonist of the last airbender.
134796,VERIFIABLE,REFUTES,Apple was not founded in 1976.,Apple was founded in 1976.
56283,VERIFIABLE,SUPPORTS,Conquest of the Planet of the Apes is genre fiction.,True: Conquest of the Planet of the Apes is a fantasy novel. False: Conquest of the Planet of the Apes is a science fiction novel.
80327,VERIFIABLE,REFUTES,Grace Kelly did not work with Alfred Hitchcock.,True: Grace Kelly worked with Alfred Hitchcock.
111244,VERIFIABLE,SUPPORTS,Bill Clinton served a term in office.,True: Bill Clinton was a politician. False: Bill Clinton was a politician.
113548,VERIFIABLE,SUPPORTS,There is an actor name Peter Davison.,Peter Davison is an actor.
162961,VERIFIABLE,SUPPORTS,Troy Baker was the rhythm guitarist for Tripp Fontaine.,True: Troy Baker was the rhythm guitarist for Tripp Fontaine.
57,VERIFIABLE,SUPPORTS,Sons of Anarchy premiered on FX.,True: The movie was aired on tv.
121073,VERIFIABLE,SUPPORTS,Sarah Palin ran for presidency alongside a senator from Arizona.,True: Sarah Palin is a senator from Arizona.
190435,VERIFIABLE,SUPPORTS,"In 1937, William Hanna worked.",William Hanna was a famous American actor.
83259,VERIFIABLE,REFUTES,Taylor Kitsch only worked on the 2012 film Savages.,True: Taylor Kitsch worked on the 2012 film Savages.
166107,VERIFIABLE,SUPPORTS,"Rescue Me ended on September 7, 2011.","True: The rescue me ended on September 7, 2011."
63298,VERIFIABLE,REFUTES,"In Azerbaijan, according to polls, 53% of the population state that religion has importance in their lives.",True: Religion is not important in Azerbaijan.
122729,VERIFIABLE,SUPPORTS,Payton Manning signed with the Broncos following his release from the Colts in 2012.,True: Manning was released from the Colts in 2012.
149965,VERIFIABLE,SUPPORTS,Christopher Lee portrayed Francisco Scaramanga in the film The Man with the Golden Gun.,Christopher Lee was not a character in The Man with the Golden Gun. The answer: False.
58460,VERIFIABLE,REFUTES,The Muppet Christmas Carol is a television show.,True: The Muppet Christmas Carol is a television show.
141637,VERIFIABLE,REFUTES,Superior Donuts is a noir film.,True: Superior Donuts is a true story.
188949,VERIFIABLE,REFUTES,Usain Bolt is incapable of competing in sports.,True: Usain Bolt is a professional athlete. False: False
112400,VERIFIABLE,SUPPORTS,Mark Zuckerberg was named Person of the Year by Time magazine in May 2010.,True: Mark Zuckerberg was not named Person of the Year.
141628,VERIFIABLE,SUPPORTS,Lana Del Rey's music has been regarded for its penchant for ideas of tragic romance.,True: Lana Del Rey is a singer. False: This is false because there is no evidence of this being true.
20649,VERIFIABLE,SUPPORTS,Dirt was produced by ABC studios.,True: Dirt was produced by ABC studios.
67173,VERIFIABLE,SUPPORTS,Beauty and the Beast was directed by Bill Condon in 2017.,Bill Condon is the director of Beauty and the Beast. The second sentence is false because there is no evidence that Condon is the director of Beauty and the Beast. The third sentence is false because there is no evidence that Condon is the director of Beauty and the Beast.
27703,VERIFIABLE,SUPPORTS,Peyton Manning is the son of an NFL quarterback.,Peyton Manning is the son of a quarterback.
205869,VERIFIABLE,SUPPORTS,Song Sung Blue is a work of music.,True: Song Sung Blue is a work of music.
62142,VERIFIABLE,SUPPORTS,Purple Haze was released as a single for a record.,Purple Haze was a single and not a record. The answer: False.
214424,VERIFIABLE,REFUTES,Bruce Lee was only a professional martial artist and unable to act.,Bruce Lee was a professional martial artist and he was able to act. Then explain the sentence.
50092,VERIFIABLE,SUPPORTS,Land Rover makes the Range Rover Evoque.,True: The Range Rover Evoque is a Land Rover.
142616,VERIFIABLE,SUPPORTS,Gilmore Girls is a show.,True: Gilmore Girls is a show that is a reality show.
49273,VERIFIABLE,SUPPORTS,2001: A Space Odyssey was distributed by Metro-Goldwyn-Mayer and gained much fame.,True: 2001: A Space Odyssey was distributed by Metro-Goldwyn-Mayer.
111281,VERIFIABLE,SUPPORTS,Eva Longoria is a performer.,Eva Longoria is a singer.
4321,VERIFIABLE,SUPPORTS,Texas Longhorns men's basketball took part in the NCAA Final Four three times total.,True: The Longhorns won the NCAA Final Four three times.
81827,VERIFIABLE,REFUTES,Ajay Devgn is an actor in the Canadian film industry.,True: Ajay Devgn is a Canadian actor.
170714,VERIFIABLE,SUPPORTS,Diana is a solo album by Diana Ross.,True: Diana is a solo album by Diana Ross.
228274,VERIFIABLE,SUPPORTS,The Silence of the Lambs was a film.,True: The Silence of the Lambs was a film.
102592,VERIFIABLE,REFUTES,Megan Fox ended her acting career in 2001.,True: Megan Fox was a very popular actress.
206796,VERIFIABLE,REFUTES,Nick Nolte turned down the role he was offered in Tropic Thunder.,Nick Nolte was offered a role in Tropic Thunder. The answer: False.
166699,VERIFIABLE,SUPPORTS,Ryuk (Death Note) is from a manga series that later became an anime.,True: Death Note is a manga series.
15872,VERIFIABLE,SUPPORTS,Lee Min-ho won Best New Actor award.,True: Lee Min-ho won the Best New Actor award.
18453,VERIFIABLE,SUPPORTS,Leslie Howard was a producer.,Leslie Howard was a producer.
132701,VERIFIABLE,SUPPORTS,New York City features Columbia University.,Columbia University is a public university in New York City.
6763,VERIFIABLE,SUPPORTS,John Wayne Gacy Jr. was a serial killer.,True: John Wayne Gacy Jr. was a serial killer.
104785,VERIFIABLE,REFUTES,It was announced that Black Panther would be developed by Marvel Studios in 1928.,False: Black Panther was not developed by Marvel Studios.
83556,VERIFIABLE,SUPPORTS,Joseph Stalin's birth took place before 1917.,True: Joseph Stalin was born in 1921.
98301,VERIFIABLE,SUPPORTS,Heather Watson's competitor for the WTA singles title was Chang Kai-Chen.,True: Heather Watson was a competitor for the WTA singles title.
209730,VERIFIABLE,SUPPORTS,Friends with Benefits features actors.,True: Friends with Benefits is a comedy. False: Friends with Benefits is a drama.
28225,VERIFIABLE,REFUTES,The Sopranos had seven seasons.,True: The Sopranos had seven seasons.
26237,VERIFIABLE,SUPPORTS,England became the first industrialized nation.,The industrialized nation was a country that was a country that was a country that was a country that was a country that was a country that was a country that was a country that was a country that was a country that was a country that was a country that
