id,verifiable,label,claim,evidence
100474,VERIFIABLE,SUPPORTS,There is an actress name Eliza Dushka.,"[[[118169, 132015, 'Eliza_Dushku', 0]]]"
42244,VERIFIABLE,REFUTES,Little Mix is a Ugandan girl group.,"[[[58530, 68835, 'Little_Mix', 0]]]"
62498,VERIFIABLE,SUPPORTS,Zindagi Na Milegi Dobara has a director named Laila.,"[[[78948, 90538, 'Zindagi_Na_Milegi_Dobara', 2]]]"
117338,VERIFIABLE,REFUTES,Baahubali: The Beginning was released in 2000.,"[[[137696, 152610, 'Baahubali-COLON-_The_Beginning', 0]], [[137696, 152611, 'Baahubali-COLON-_The_Beginning', 13]], [[137696, 152612, 'Baahubali-COLON-_The_Beginning', 17]]]"
27084,VERIFIABLE,SUPPORTS,Miley Cyrus is in the music industry.,"[[[43281, 51915, 'Miley_Cyrus', 3], [43281, 51915, 'Hannah_Montana_2-COLON-_Meet_Miley_Cyrus', 0], [43281, 51915, 'Hannah_Montana_2-COLON-_Meet_Miley_Cyrus', 3], [43281, 51915, 'Hollywood_Records', 0], [43281, 51915, 'Album', 0], [43281, 51915, 'RIAA_certification', 0]], [[43281, 51916, 'Miley_Cyrus', 4], [43281, 51916, 'Bolt_-LRB-2008_film-RRB-', 0]], [[43281, 51917, 'Miley_Cyrus', 10], [43281, 51917, 'Bangerz', 0], [43281, 51917, 'RCA_Records', 0]], [[43281, 51918, 'Miley_Cyrus', 16], [43281, 51918, '7_Things', 0], [43281, 51918, 'See_You_Again_-LRB-Miley_Cyrus_song-RRB-', 0], [43281, 51918, 'Wrecking_Ball_-LRB-Miley_Cyrus_song-RRB-', 0], [43281, 51918, 'The_Climb_-LRB-Miley_Cyrus_song-RRB-', 0], [43281, 51918, 'Malibu_-LRB-Miley_Cyrus_song-RRB-', 0]]]"
98445,VERIFIABLE,REFUTES,Christina Aguilera has avoided the music industry entirely.,"[[[116104, 130020, 'Christina_Aguilera', 2]], [[116104, 130021, 'Christina_Aguilera', 5]], [[116104, 130022, 'Christina_Aguilera', 7]], [[116104, 130023, 'Christina_Aguilera', 6]]]"
144473,VERIFIABLE,SUPPORTS,Bill Gates was a chairman of Microsoft.,"[[[167724, 181486, 'Bill_Gates', 4]]]"
60958,VERIFIABLE,SUPPORTS,Keanu Reeves played bass guitar for the band Becky in 2001.,"[[[77474, 88925, 'Keanu_Reeves', 16]]]"
148848,VERIFIABLE,SUPPORTS,Gone with the Wind is a long-length fiction work.,"[[[292573, 285316, 'Gone_with_the_Wind_-LRB-novel-RRB-', 0], [292573, 285316, 'Novel', 0]], [[295148, 287324, 'Gone_with_the_Wind_-LRB-novel-RRB-', 0]], [[340613, 325253, 'Gone_with_the_Wind_-LRB-novel-RRB-', 0]], [[340613, 325254, 'Gone_with_the_Wind_-LRB-novel-RRB-', 20]]]"
143721,VERIFIABLE,SUPPORTS,Gold has a distinctive color.,"[[[292042, 284871, 'Gold', 1]], [[294721, 286935, 'Gold', 21]], [[339117, 324155, 'Gold', 21]]]"
125028,VERIFIABLE,REFUTES,Lodging is done in a car.,"[[[146670, 161662, 'Lodging', 7]]]"
221588,VERIFIABLE,SUPPORTS,K-pop Star 2 featured Park Jin-young as a judge.,"[[[263886, 261455, 'K-pop_Star_2', 2]]]"
124275,VERIFIABLE,REFUTES,The Khmer Empire was weak.,"[[[145916, 160932, 'Khmer_Empire', 0]], [[145916, 160933, 'Khmer_Empire', 1]]]"
38625,VERIFIABLE,SUPPORTS,Gwen Stefani received a World Music Award.,"[[[54836, 64844, 'Gwen_Stefani', 15]]]"
65348,VERIFIABLE,REFUTES,Buddy Holly's birth name was Johnny Bravo.,"[[[81823, 93594, 'Buddy_Holly', 0]]]"
32877,VERIFIABLE,SUPPORTS,Liev Schreiber is an American actor.,"[[[48961, 58301, 'Liev_Schreiber', 0]]]"
169476,VERIFIABLE,SUPPORTS,"Oakland, California is a city populated by 419,267 people.","[[[195399, 205672, 'Oakland,_California', 1]]]"
147484,VERIFIABLE,SUPPORTS,Alex Rodriguez is an athlete.,"[[[171034, 184562, 'Alex_Rodriguez', 0]]]"
220159,VERIFIABLE,REFUTES,Nazi Germany happened after Hitler's death.,"[[[261999, 260026, 'Nazi_Germany', 1]]]"
56965,VERIFIABLE,SUPPORTS,Keturah was Abraham's wife.,"[[[73293, 84508, 'Keturah', 0]], [[73293, 84509, 'Keturah', 1]]]"
28209,VERIFIABLE,SUPPORTS,Game of Thrones (season 1) featured Scottish stage and television actor Iain Glen.,"[[[45147, 53893, 'Game_of_Thrones_-LRB-season_1-RRB-', 15], [45147, 53893, 'Iain_Glen', 0]]]"
59681,VERIFIABLE,SUPPORTS,Patrick Bateman is the villain protagonist of the game American Psycho.,"[[[76088, 87393, 'Patrick_Bateman', 0]]]"
88972,VERIFIABLE,REFUTES,Jimmy Carter was not a president.,"[[[106193, 119627, 'Jimmy_Carter', 0]], [[106212, 119640, 'Jimmy_Carter', 0]], [[106212, 119641, 'Jimmy_Carter', 2]], [[106212, 119642, 'Jimmy_Carter', 10]], [[106212, 119643, 'Jimmy_Carter', 11]], [[106212, 119644, 'Jimmy_Carter', 15]], [[106212, 119645, 'Jimmy_Carter', 17], [106212, 119645, 'Camp_David_Accords', 1]], [[106212, 119646, 'Jimmy_Carter', 19]], [[106212, 119647, 'Jimmy_Carter', 22], [106212, 119647, 'United_States_presidential_election,_1980', 2]], [[106212, 119648, 'Jimmy_Carter', 23]], [[106212, 119649, 'Jimmy_Carter', 26]], [[106212, 119650, 'Jimmy_Carter', 27], [106212, 119650, 'Carter_Center', 0]], [[106212, 119651, 'Jimmy_Carter', 29], [106212, 119651, 'Bibliography_of_Jimmy_Carter', 0]]]"
155049,VERIFIABLE,SUPPORTS,Andy Dwyer appears in a series.,"[[[179120, 191647, 'Andy_Dwyer', 0], [179120, 191647, 'Parks_and_Recreation', 0]], [[179120, 191648, 'Andy_Dwyer', 1]]]"
89278,VERIFIABLE,SUPPORTS,Extracorporeal shockwave therapy (ESWT) is unused in cardiology.,"[[[106500, 119919, 'Extracorporeal_shockwave_therapy', 0]]]"
57699,VERIFIABLE,SUPPORTS,Yusuke Murata was the illustrator of an American football manga.,"[[[74032, 85257, 'Yusuke_Murata', 1]]]"
170821,VERIFIABLE,SUPPORTS,There is a director named Fred Savage.,"[[[197085, 207154, 'Fred_Savage', 0]]]"
2456,VERIFIABLE,SUPPORTS,Where the Wild Things Are was put out in December.,"[[[18274, 22451, 'Where_the_Wild_Things_Are_-LRB-film-RRB-', 13]]]"
111701,VERIFIABLE,REFUTES,Faith Evans works solely as an actress.,"[[[131107, 145861, 'Faith_Evans', 0]], [[131107, 145862, 'Faith_Evans', 1]], [[131107, 145863, 'Faith_Evans', 2]], [[131107, 145864, 'Faith_Evans', 6]], [[131107, 145865, 'Faith_Evans', 7]], [[131107, 145866, 'Faith_Evans', 12]], [[131107, 145867, 'Faith_Evans', 13]], [[131107, 145869, 'Faith_Evans', 14]]]"
216236,VERIFIABLE,SUPPORTS,Hot was by a pop singer from Britain.,"[[[256908, 256004, 'Hot_-LRB-Mel_B_album-RRB-', 0]]]"
88736,VERIFIABLE,REFUTES,Natalie Portman was not in Star Wars.,"[[[105960, 119339, 'Natalie_Portman', 2]], [[105960, 119340, 'Natalie_Portman', 6]], [[105960, 119341, 'Natalie_Portman', 8]], [[105960, 119342, 'Natalie_Portman', 11]]]"
203726,VERIFIABLE,SUPPORTS,"Havoc went to the public on November 29, 2005.","[[[240426, 242037, 'Havoc_-LRB-2005_film-RRB-', 5]]]"
211345,VERIFIABLE,SUPPORTS,Gabriel Aubry and Halle Berry have a child.,"[[[250429, 250419, 'Halle_Berry', 17]]]"
5814,VERIFIABLE,SUPPORTS,Sharon Tate was a model.,"[[[22536, 27783, 'Sharon_Tate', 0]]]"
169111,VERIFIABLE,REFUTES,Nick Kroll has a leading role in the comedy Get Him to the Greek.,"[[[194903, 205247, 'Nick_Kroll', 2]]]"
93655,VERIFIABLE,REFUTES,Inhumans are DC characters.,"[[[275559, 270678, 'Inhumans', 0]], [[277374, 272289, 'Inhumans', 0]], [[277866, 272799, 'Inhumans', 0]]]"
2320,VERIFIABLE,SUPPORTS,"Cloud Atlas has been described as ""a sort of pointillist mosaic.""","[[[18144, 22298, 'Cloud_Atlas_-LRB-film-RRB-', 1]]]"
218842,VERIFIABLE,REFUTES,Thirteen is based on Nikki Reed's death at age 12 and 13.,"[[[260169, 258616, 'Thirteen_-LRB-2003_film-RRB-', 0]]]"
2333,VERIFIABLE,REFUTES,Caitlyn Jenner did not change her gender.,"[[[18146, 22299, 'Caitlyn_Jenner', 12]]]"
15742,VERIFIABLE,SUPPORTS,James Taylor released a compilation album.,"[[[43169, 51807, 'James_Taylor', 6], [43169, 51807, 'Greatest_Hits_-LRB-James_Taylor_album-RRB-', 1], [43169, 51807, 'Greatest_Hits_-LRB-James_Taylor_album-RRB-', 0]], [[45406, 54213, 'James_Taylor', 6], [45406, 54213, 'Greatest_Hits_-LRB-James_Taylor_album-RRB-', 0]], [[302070, 293133, 'James_Taylor', 6], [302070, 293133, 'Greatest_Hits_-LRB-James_Taylor_album-RRB-', 0]], [[303632, 294577, 'James_Taylor', 6], [303632, 294577, 'Greatest_Hits_-LRB-James_Taylor_album-RRB-', 0]], [[303637, 294581, 'James_Taylor', 6], [303637, 294581, 'Greatest_Hits_-LRB-James_Taylor_album-RRB-', 0], [303637, 294581, 'Greatest_Hits_-LRB-James_Taylor_album-RRB-', 1]]]"
79238,VERIFIABLE,REFUTES,Slovakia joined in Eurozone in November 2009.,"[[[96167, 109273, 'Slovakia', 21]]]"
202514,VERIFIABLE,SUPPORTS,Little Boy was dropped by Enola Gay.,"[[[238610, 240600, 'Little_Boy', 0]]]"
18639,VERIFIABLE,SUPPORTS,Taylor Schilling in the main cast of the series Orange is the New Black.,"[[[34249, 41513, 'Taylor_Schilling', 1]]]"
185803,VERIFIABLE,SUPPORTS,"Curse, Inc. is used by a game.","[[[216650, 223334, 'Curse,_Inc.', 3]]]"
192622,VERIFIABLE,SUPPORTS,Huginn is a raven that often travels with Odin.,"[[[225365, 230031, 'Odin', 16]]]"
93374,VERIFIABLE,REFUTES,Iain Glen is only a film actor.,"[[[110737, 124404, 'Iain_Glen', 0]]]"
120039,VERIFIABLE,SUPPORTS,The Billboard charts included Just Dance.,"[[[141035, 156211, 'Just_Dance_-LRB-song-RRB-', 9]]]"
2164,VERIFIABLE,SUPPORTS,Mickey Rooney was in a film based on the novel The Black Stallion by Walter Farley.,"[[[17983, 22131, 'Mickey_Rooney', 21], [17983, 22131, 'The_Black_Stallion_-LRB-film-RRB-', 0]]]"
43994,VERIFIABLE,SUPPORTS,Louise Simonson is from America.,"[[[132448, 147340, 'Louise_Simonson', 0]], [[133834, 148705, 'Louise_Simonson', 0]], [[309464, 299690, 'Louise_Simonson', 0]], [[310704, 300746, 'Louise_Simonson', 0]]]"
101690,VERIFIABLE,SUPPORTS,Nelson Mandela was President of South Africa from 1994 to 1999.,"[[[119416, 133419, 'Nelson_Mandela', 0]]]"
136567,VERIFIABLE,REFUTES,Janet Varney is a German.,"[[[159225, 173816, 'Janet_Varney', 0]]]"
220079,VERIFIABLE,SUPPORTS,Lust for Life is based on a 1934 novel.,"[[[261898, 259926, 'Lust_for_Life_-LRB-film-RRB-', 0]], [[261903, 259931, 'Lust_for_Life_-LRB-film-RRB-', 0]]]"
23852,VERIFIABLE,SUPPORTS,Alex Rodriguez has had a 22-year career.,"[[[39790, 47866, 'Alex_Rodriguez', 3]]]"
24766,VERIFIABLE,REFUTES,Lee Min-ho is a German singer.,"[[[40707, 48967, 'Lee_Min-ho_-LRB-actor,_born_1987-RRB-', 0]]]"
5731,VERIFIABLE,SUPPORTS,Destiny's criticism centered mostly around the game's storyline and post-campaign content.,"[[[11541, 14507, 'Destiny_-LRB-video_game-RRB-', 21]], [[15363, 19166, 'Destiny_-LRB-video_game-RRB-', 21]], [[18455, 22642, 'Destiny_-LRB-video_game-RRB-', 21]], [[100507, 113807, 'Destiny_-LRB-video_game-RRB-', 21]], [[113700, 127567, 'Destiny_-LRB-video_game-RRB-', 21]], [[113701, 127568, 'Destiny_-LRB-video_game-RRB-', 21]], [[122994, 137262, 'Destiny_-LRB-video_game-RRB-', 21]], [[129932, 144632, 'Destiny_-LRB-video_game-RRB-', 21]], [[134523, 149419, 'Destiny_-LRB-video_game-RRB-', 21]], [[143212, 158308, 'Destiny_-LRB-video_game-RRB-', 21]], [[145973, 160986, 'Destiny_-LRB-video_game-RRB-', 21]], [[148512, 163525, 'Destiny_-LRB-video_game-RRB-', 21]], [[157668, 172280, 'Destiny_-LRB-video_game-RRB-', 21]], [[169126, 182800, 'Destiny_-LRB-video_game-RRB-', 21]], [[172462, 185765, 'Destiny_-LRB-video_game-RRB-', 21]], [[176411, 189365, 'Destiny_-LRB-video_game-RRB-', 21]], [[178733, 191298, 'Destiny_-LRB-video_game-RRB-', 21]], [[187831, 199397, 'Destiny_-LRB-video_game-RRB-', 21]], [[192675, 203364, 'Destiny_-LRB-video_game-RRB-', 21]], [[214502, 221527, 'Destiny_-LRB-video_game-RRB-', 21]], [[218660, 224899, 'Destiny_-LRB-video_game-RRB-', 21]], [[228710, 232835, 'Destiny_-LRB-video_game-RRB-', 21]], [[240643, 242228, 'Destiny_-LRB-video_game-RRB-', 21]], [[299470, 290843, 'Destiny_-LRB-video_game-RRB-', 21]]]"
30575,VERIFIABLE,REFUTES,No artists lived in Amsterdam.,"[[[46737, 55749, 'Amsterdam', 23]]]"
2589,VERIFIABLE,SUPPORTS,Australia is a country in the Pacific Ocean.,"[[[11184, 14099, 'Australia', 0], [11184, 14099, 'Australia_-LRB-continent-RRB-', 13]], [[11184, 14100, 'Australia', 18], [11184, 14100, 'Pacific_Islands_Forum', 0]]]"
215954,VERIFIABLE,SUPPORTS,Event management includes decor.,"[[[256569, 255768, 'Event_management', 4]]]"
35319,VERIFIABLE,SUPPORTS,The New York Giants play professionally.,"[[[299461, 290836, 'New_York_Giants', 0]], [[299461, 290837, 'New_York_Giants', 1], [299461, 290837, 'National_Football_League', 0]], [[322132, 310517, 'New_York_Giants', 0]], [[322132, 310518, 'New_York_Giants', 1], [322132, 310518, 'National_Football_League', 0]]]"
96806,VERIFIABLE,REFUTES,Shawn Mendes is represented by a Canadian record label.,"[[[114380, 128140, 'Shawn_Mendes', 2], [114380, 128140, 'Island_Records', 0]]]"
159256,VERIFIABLE,REFUTES,The Secret Life of Us failed to ever air anywhere.,"[[[183602, 195562, 'The_Secret_Life_of_Us', 1]], [[183602, 195563, 'The_Secret_Life_of_Us', 2]], [[183602, 195564, 'The_Secret_Life_of_Us', 6]]]"
48391,VERIFIABLE,REFUTES,The Dark Knight is set in Metropolis.,"[[[64791, 75627, 'The_Dark_Knight_-LRB-film-RRB-', 2]]]"
166610,VERIFIABLE,REFUTES,Jamie Foxx was incapable of portraying Ray Charles in Ray.,"[[[191632, 202462, 'Jamie_Foxx', 1]]]"
133918,VERIFIABLE,SUPPORTS,A cause of anti-nuclear antibodies are are anti-sp100 antibodies.,"[[[156446, 171053, 'Anti-nuclear_antibody', 5]]]"
51690,VERIFIABLE,SUPPORTS,Emmy Rossum had a prominent role in a movie of which Maggie Greenwald was the director.,"[[[68032, 78898, 'Emmy_Rossum', 2], [68032, 78898, 'Songcatcher', 0]]]"
106817,VERIFIABLE,SUPPORTS,The divine right of kings was brought into action by Henry VIII when he changed the English constitution.,"[[[125447, 139792, 'Henry_VIII_of_England', 9]]]"
228653,VERIFIABLE,SUPPORTS,"How to Lose Friends & Alienate People stars Simon Pegg, Kirsten Dunst, Danny Huston, Gillian Anderson, Megan Fox and Jeff Bridges, alongside Max Minghella and Margo Stilley.","[[[272829, 268507, 'How_to_Lose_Friends_&_Alienate_People_-LRB-film-RRB-', 6]], [[272830, 268508, 'How_to_Lose_Friends_&_Alienate_People_-LRB-film-RRB-', 6]]]"
224984,VERIFIABLE,SUPPORTS,Equidae includes some species known only from fossils.,"[[[268080, 264725, 'Equidae', 0]]]"
87528,VERIFIABLE,REFUTES,Ty Cobb was born in rural Connecticut.,"[[[104722, 118139, 'Ty_Cobb', 1]]]"
192294,VERIFIABLE,SUPPORTS,Psychological findings link to research and perspectives from an academic discipline.,"[[[224929, 229655, 'Psychology', 13], [224929, 229655, 'Humanities', 0]]]"
172791,VERIFIABLE,SUPPORTS,Felicity Jones was nominated for an Academy Award for Best Actress.,"[[[199515, 209201, 'Felicity_Jones', 10]]]"
113133,VERIFIABLE,SUPPORTS,There is a screenwriter named Jim Rash.,"[[[132699, 147622, 'Jim_Rash', 0]]]"
90415,VERIFIABLE,SUPPORTS,Paris hosts the French Open.,"[[[107725, 121211, 'Paris', 26]]]"
118986,VERIFIABLE,REFUTES,Toy Story is a television show.,"[[[139642, 154642, 'Toy_Story', 0]], [[139642, 154643, 'Toy_Story', 1]], [[139642, 154644, 'Toy_Story', 4]], [[139642, 154645, 'Toy_Story', 6]], [[139642, 154646, 'Toy_Story', 10]], [[139642, 154647, 'Toy_Story', 12]], [[139642, 154648, 'Toy_Story', 15]], [[139642, 154649, 'Toy_Story', 16]], [[139642, 154650, 'Toy_Story', 17]], [[139642, 154651, 'Toy_Story', 18]]]"
78768,VERIFIABLE,SUPPORTS,Kalpana Raghavendar is a person who writes songs.,"[[[95723, 108763, 'Kalpana_Raghavendar', 0]]]"
20329,VERIFIABLE,SUPPORTS,The Odia language is used to communicate in Chhattisgarh.,"[[[36145, 43685, 'Odia_language', 6]]]"
159898,VERIFIABLE,REFUTES,Melisandre was left out of A Storm of Swords (2000).,"[[[184342, 196255, 'Melisandre', 6]]]"
58799,VERIFIABLE,SUPPORTS,Queen Latifah has won at least one Screen Actors Guild Award.,"[[[75177, 86410, 'Queen_Latifah', 19]]]"
85630,VERIFIABLE,SUPPORTS,Laadla was released.,"[[[102789, 116088, 'Laadla_-LRB-1994_film-RRB-', 0]]]"
221455,VERIFIABLE,SUPPORTS,Stars Dance is Selena Gomez's debut album.,"[[[263707, 261323, 'Stars_Dance', 0]], [[263708, 261324, 'Stars_Dance', 0]]]"
165521,VERIFIABLE,SUPPORTS,Ileana D'Cruz starred in a movie.,"[[[190318, 201372, ""Ileana_D'Cruz"", 4], [190318, 201372, 'Jalsa', 1], [190318, 201372, 'Julai', 1], [190318, 201372, 'Kick_-LRB-2009_film-RRB-', 1], [190318, 201372, 'Pokiri', 2]]]"
38835,VERIFIABLE,SUPPORTS,Jet Li was in The Forbidden Kingdom with Jackie Chan.,"[[[112973, 126814, 'Jet_Li', 11]], [[116542, 130419, 'Jet_Li', 11]], [[119207, 133143, 'Jet_Li', 11]], [[308468, 298844, 'Jet_Li', 11]], [[308469, 298845, 'Jet_Li', 11]]]"
167599,VERIFIABLE,REFUTES,Suits stars a dog named Harvey Specter.,"[[[192914, 203586, 'Suits_-LRB-TV_series-RRB-', 3]]]"
19762,VERIFIABLE,REFUTES,Dr. Dre established his own country.,"[[[35544, 43066, 'Dr._Dre', 13]]]"
152886,VERIFIABLE,REFUTES,Derrick Rose was not born in the Chicago area.,"[[[293051, 285688, 'Derrick_Rose', 5]], [[295664, 287734, 'Derrick_Rose', 5]], [[297281, 288946, 'Derrick_Rose', 5]], [[341295, 325760, 'Derrick_Rose', 5]], [[341303, 325768, 'Derrick_Rose', 5]]]"
15743,VERIFIABLE,SUPPORTS,Paul Newman was an actor.,"[[[31139, 37819, 'Paul_Newman', 0]], [[31139, 37820, 'Paul_Newman', 3]], [[31140, 37821, 'Paul_Newman', 0]], [[31140, 37822, 'Paul_Newman', 1]], [[31140, 37823, 'Paul_Newman', 2]], [[31140, 37824, 'Paul_Newman', 3]]]"
58154,VERIFIABLE,REFUTES,Charles I of England was a pauper.,"[[[74507, 85739, 'Charles_I_of_England', 0]]]"
147414,VERIFIABLE,SUPPORTS,SF are the initials used to represent San Francisco.,"[[[170952, 184495, 'San_Francisco', 0]]]"
188671,VERIFIABLE,REFUTES,Billy Clanton was unrelated to Newman Clanton.,"[[[220239, 226054, 'Billy_Clanton', 1]]]"
47008,VERIFIABLE,SUPPORTS,Katherine Heigl appeared in a science fiction television series.,"[[[144496, 159518, 'Katherine_Heigl', 3], [144496, 159518, 'Roswell_-LRB-TV_series-RRB-', 0]], [[147416, 162425, 'Katherine_Heigl', 3], [147416, 162425, 'Isabel_Evans', 0], [147416, 162425, 'Roswell_-LRB-TV_series-RRB-', 0]], [[311141, 301167, 'Katherine_Heigl', 3], [311141, 301167, 'Roswell_-LRB-TV_series-RRB-', 0]], [[311145, 301170, 'Katherine_Heigl', 3], [311145, 301170, 'Roswell_-LRB-TV_series-RRB-', 0]]]"
3190,VERIFIABLE,SUPPORTS,Stagira is the birthplace of Plato.,"[[[19132, 23463, 'Stagira_-LRB-ancient_city-RRB-', 0]]]"
80711,VERIFIABLE,REFUTES,Cara Delevinge did not win the Model of the Year award.,"[[[97708, 110870, 'Cara_Delevingne', 2]]]"
187303,VERIFIABLE,REFUTES,"David Harbour was born on June 2nd, 1991.","[[[218525, 224791, 'David_Harbour', 0]]]"
9897,VERIFIABLE,SUPPORTS,"In Burundi, there are 21 registered parties.","[[[24776, 30609, 'Burundi', 20]]]"
18847,VERIFIABLE,SUPPORTS,Where the Wild Things Are was released in Australia.,"[[[48495, 57818, 'Where_the_Wild_Things_Are_-LRB-film-RRB-', 13]], [[51474, 61221, 'Where_the_Wild_Things_Are_-LRB-film-RRB-', 13]], [[302684, 293690, 'Where_the_Wild_Things_Are_-LRB-film-RRB-', 13]], [[304901, 295699, 'Where_the_Wild_Things_Are_-LRB-film-RRB-', 13]], [[306193, 296930, 'Where_the_Wild_Things_Are_-LRB-film-RRB-', 13]], [[306243, 296973, 'Where_the_Wild_Things_Are_-LRB-film-RRB-', 13]]]"
94631,VERIFIABLE,REFUTES,Furious 7 is a TV show.,"[[[112082, 125888, 'Furious_7', 0]]]"
128633,VERIFIABLE,SUPPORTS,Sarah Paulson received a Golden Globe Award nomination.,"[[[150660, 165521, 'Sarah_Paulson', 3]], [[150660, 165522, 'Sarah_Paulson', 9]]]"
165173,VERIFIABLE,REFUTES,"Caroline, Princess of Hanover is married to anyone but an heir.","[[[297076, 288767, 'Caroline,_Princess_of_Hanover', 5]], [[298743, 290162, 'Caroline,_Princess_of_Hanover', 5]], [[300837, 291921, 'Caroline,_Princess_of_Hanover', 5]], [[344663, 328138, 'Caroline,_Princess_of_Hanover', 5]]]"
138755,VERIFIABLE,SUPPORTS,Grey's Anatomy is filmed in the United States.,"[[[290061, 283120, ""Grey's_Anatomy"", 4], [290061, 283120, 'California', 0]], [[291405, 284339, ""Grey's_Anatomy"", 4]], [[293544, 286045, ""Grey's_Anatomy"", 4], [293544, 286045, 'California', 0]], [[337539, 322902, ""Grey's_Anatomy"", 4], [337539, 322902, 'California', 0]], [[337540, 322903, ""Grey's_Anatomy"", 4]], [[337543, 322905, ""Grey's_Anatomy"", 4], [337543, 322905, 'California', 0]]]"
58718,VERIFIABLE,REFUTES,Nikolaj Coster-Waldau was not in a Danish thriller film.,"[[[77398, 88845, 'Nikolaj_Coster-Waldau', 2], [77398, 88845, 'Nightwatch_-LRB-1994_film-RRB-', 0]]]"
196805,VERIFIABLE,SUPPORTS,Sean Connery won three Golden Globes.,"[[[231251, 234773, 'Sean_Connery', 0]]]"
66674,VERIFIABLE,REFUTES,Gujarat is in Western Boston.,"[[[83239, 95179, 'Gujarat', 0]]]"
100620,VERIFIABLE,SUPPORTS,Cancer is a group of diseases involving abnormal cell proliferation.,"[[[118298, 132133, 'Cancer', 0]]]"
129893,VERIFIABLE,SUPPORTS,Marion Cotillard portrayed someone.,"[[[152105, 166885, 'Marion_Cotillard', 13]]]"
214358,VERIFIABLE,REFUTES,Chandni was created in 2001.,"[[[254481, 254139, 'Chandni', 0]]]"
43472,VERIFIABLE,REFUTES,Ronald Reagan worked for the president of the United States.,"[[[59782, 70188, 'Ronald_Reagan', 0]]]"
87440,VERIFIABLE,SUPPORTS,Kill Bill: Volume 2 is about the Bride continuing her revenge against Bill.,"[[[104624, 118021, 'Kill_Bill-COLON-_Volume_2', 1]]]"
227811,VERIFIABLE,SUPPORTS,Music journalism is critical of popular music topics.,"[[[271717, 267540, 'Music_journalism', 0]]]"
83838,VERIFIABLE,SUPPORTS,Tom Felton is an actor.,"[[[100872, 114132, 'Tom_Felton', 0]], [[100872, 114133, 'Tom_Felton', 2]], [[100872, 114134, 'Tom_Felton', 3], [100872, 114134, 'Draco_Malfoy', 4]], [[100872, 114135, 'Tom_Felton', 4]], [[100872, 114136, 'Tom_Felton', 8]], [[100872, 114137, 'Tom_Felton', 10]]]"
69913,VERIFIABLE,SUPPORTS,The Marvel Cinematic Universe's first phase ended.,"[[[86609, 99072, 'Marvel_Cinematic_Universe', 6]]]"
36403,VERIFIABLE,REFUTES,Hulk's coloration has not varied.,"[[[52596, 62559, 'Hulk_-LRB-comics-RRB-', 13]]]"
145087,VERIFIABLE,REFUTES,Roger Federer avoided tennis entirely.,"[[[292166, 285003, 'Roger_Federer', 0]], [[292166, 285004, 'Roger_Federer', 6], [292166, 285004, 'Grand_Slam_-LRB-tennis-RRB-', 0]], [[292166, 285005, 'Roger_Federer', 7], [292166, 285005, 'The_Championships,_Wimbledon', 0]], [[292166, 285006, 'Roger_Federer', 8], [292166, 285006, 'Grand_Slam_-LRB-tennis-RRB-', 0]], [[292166, 285007, 'Roger_Federer', 9], [292166, 285007, 'Grand_Slam_-LRB-tennis-RRB-', 0]], [[292166, 285008, 'Roger_Federer', 12], [292166, 285008, 'ATP_Finals', 0]], [[294191, 286530, 'Roger_Federer', 0]], [[294191, 286531, 'Roger_Federer', 1]], [[294191, 286532, 'Roger_Federer', 6], [294191, 286532, 'Grand_Slam_-LRB-tennis-RRB-', 0]], [[294191, 286533, 'Roger_Federer', 9], [294191, 286533, '2005_Wimbledon_Championships', 0]], [[294191, 286534, 'Roger_Federer', 13]], [[294833, 287045, 'Roger_Federer', 0]], [[294833, 287046, 'Roger_Federer', 1]], [[294833, 287047, 'Roger_Federer', 3]], [[294833, 287048, 'Roger_Federer', 6]], [[294833, 287049, 'Roger_Federer', 7], [294833, 287049, 'Australian_Open', 0]], [[294833, 287050, 'Roger_Federer', 8], [294833, 287050, 'Grand_Slam_-LRB-tennis-RRB-', 0]], [[294833, 287051, 'Roger_Federer', 9], [294833, 287051, ""2005_US_Open_–_Men's_Singles"", 0]], [[294833, 287052, 'Roger_Federer', 12], [294833, 287052, 'ATP_Finals', 0]], [[294833, 287053, 'Roger_Federer', 13], [294833, 287053, 'Tennis_at_the_2008_Summer_Olympics', 0]], [[294833, 287054, 'Roger_Federer', 14], [294833, 287054, '2014_Davis_Cup', 0]], [[294833, 287055, 'Roger_Federer', 15], [294833, 287055, ""2005_US_Open_–_Men's_Singles"", 0]], [[339318, 324310, 'Roger_Federer', 0]]]"
139066,VERIFIABLE,SUPPORTS,Andy Kaufman was an artist.,"[[[161850, 176273, 'Andy_Kaufman', 0]], [[161854, 176275, 'Andy_Kaufman', 0]], [[161854, 176276, 'Andy_Kaufman', 7]], [[161854, 176277, 'Andy_Kaufman', 8]], [[161854, 176278, 'Andy_Kaufman', 9]], [[161854, 176279, 'Andy_Kaufman', 11]]]"
43572,VERIFIABLE,SUPPORTS,Bruce Springsteen was a Kennedy Center Honors recipient in 2009.,"[[[59883, 70286, 'Bruce_Springsteen', 9]], [[59885, 70288, 'Bruce_Springsteen', 9]]]"
115431,VERIFIABLE,REFUTES,Planet of the Apes is a squid.,"[[[135490, 150364, 'Planet_of_the_Apes_-LRB-1968_film-RRB-', 0]], [[135490, 150365, 'Planet_of_the_Apes_-LRB-1968_film-RRB-', 4]]]"
